Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,IL,ZA,,,30,live,,T,C
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,IL,ZA,,20,,live,,,
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,IM,GB,,1,,live,,P,C
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,JE,GB,,,1,live,,P,C
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,JP,FR,,,1,live,,P,F
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,LU,US,,1,,live,,P,F
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,LY,ZA,,,10,live,,T,C
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,MD,ML,,100,,live,,T,W
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,MU,ZA,,,10,live,,T,C
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,OM,ML,XX,30,,live,,T,W
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,PH,US,,4,,live,,B,F
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,QA,ZA,,,10,live,,T,C
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,RU,LB,GN,,300,live,,T,W
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SY,ZA,,,10,live,,T,C
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,TH,ML,,100,,live,,T,W
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,TR,ML,,510,,live,,T,W
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,BH,,1,,live,,P,C
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,CA,US,1,,live,,P,F
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,CR,US,1,,live,,P,F
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,ES,US,,1,live,,P,F
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,XX,PL,CI,,1,live,,P,
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,XX,TR,ML,,30,live,,T,W
2014,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,US,LR,,3,specimens,,S,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AD,ES,,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,AT,,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,AT,,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,BH,,,2,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,FR,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,GB,ZA,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,GB,ZA,1,,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,KW,ZA,10,50,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,KW,ZA,20,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,QA,JO,60,80,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,QA,ZA,1,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,SA,,,2,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,US,SY,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,US,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,US,,1,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,ZA,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,ZA,,,2601,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AR,PT,ES,,12,live,,B,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AR,PT,ES,,20,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,JP,ZA,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AU,NZ,,2,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AU,ZA,,1,,bodies,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AU,ZA,,,2,trophies,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BA,DE,,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BD,ID,,,57,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BD,ZA,,,1190,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,MA,BE,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,QA,ZA,,1,live,,T,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,TG,,,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,TG,,,2,live,,P,R
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BG,IL,,,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BG,UA,,1,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BG,ZA,,1,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BG,ZA,,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BH,KW,GA,,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BH,KW,,1,,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BH,LB,ZA,,240,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BH,LB,,400,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BH,OM,,3690,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BH,PK,,1,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BH,QA,ZA,,125,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BH,QA,,45,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BM,US,,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BN,MY,ZA,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BN,MY,ZA,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BR,PT,ES,,6,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BR,PT,NL,,8,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BR,PT,,48,,live,,B,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BR,PT,,196,27,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BR,ZA,,72,,live,,B,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BR,ZA,,48,30,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BS,US,,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BW,ZA,,,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,AE,ZA,,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,FR,,,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,FR,,,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GB,XX,,1,live,,P,U
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GB,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GB,,,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,JO,CG,,1,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,QA,SA,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,SA,,,4,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,TZ,,,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,CA,,4,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,CA,,12,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,DE,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,,,8,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CD,US,UG,,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,NL,1,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,XX,2,2,live,,P,I
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,,2,2,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,,2,2,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,FR,GA,3,4,feathers,,T,O
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,FR,IT,1,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,FR,PT,1,1,live,,P,U
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,FR,,1,1,live,,B,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,FR,,1,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,HK,GA,3,,feathers,,T,O
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,HK,GA,,3,feathers,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,NA,XX,1,,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,NA,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,PT,,1,11,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CL,FR,,,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,CD,,1400,800,live,,T,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,ML,SA,350,,live,,B,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,ML,,200,,live,,B,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,MZ,,,300,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,ZA,,,850,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CY,TR,CD,,20,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,AE,ZA,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CF,,,1,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CH,XX,,1,live,,P,I
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CH,,3,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CM,,,2,feathers,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CM,,1,,specimens,,S,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,EG,SY,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GA,,1,1,specimens,,S,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,IL,ZA,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,IL,,,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,NA,,3,3,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,TR,CG,1,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,US,,2,2,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,ZA,,3,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,ZA,,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DZ,CZ,UG,,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DZ,NE,XX,,2,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DZ,QA,ZA,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,AE,ZA,,3,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,BH,,,1,live,,P,U
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,JO,ZA,,880,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,KW,SY,,6,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,KW,ZA,,5,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,LB,CD,,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,MY,CD,,1,live,,T,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,QA,ZA,,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,SY,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,SY,,,1,live,,P,D
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,SY,,,50,live,,Z,D
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,ZA,,,470,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,US,,,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FI,IQ,XX,,1,live,,P,U
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FI,TR,CM,1,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FK,ES,,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CA,US,,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CF,,1,,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,DZ,XX,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,FR,TG,10,,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,GQ,,,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,LB,CD,,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,MG,CI,1,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,SN,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TD,CM,1,,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,,,10,live,,T,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,US,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,US,,1,,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,ZA,,2,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AE,ZA,1,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BH,XX,1,,live,,P,U
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BH,,,3,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GG,XX,,1,live,,P,U
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KE,GB,1,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,MY,BR,2,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,MY,BR,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,MY,ZA,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,MY,ZA,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,QA,ZA,,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,US,,,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,,2,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,,1,3,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZW,,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GE,AM,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GE,KW,XX,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GG,GB,,1,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GH,ZA,,,16,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GI,GB,,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GR,AM,,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GT,BE,DE,,2,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GT,BE,,2,2,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GT,ES,PT,,6,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GT,ES,,6,,live,,T,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GT,NL,,,1,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,CD,,1100,1100,live,,T,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,CH,GA,,4,derivatives,,T,O
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,CH,,3,,feathers,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,ML,SA,1450,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,MZ,,,100,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,PH,,6,17,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,ZA,,,800,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ID,ZA,,,245,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IE,US,FR,1,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,CH,IL,,1,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,CH,,1,,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,HR,,1,,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,HU,,1,,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,SE,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,SE,,1,,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IM,GB,,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IN,AE,BH,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IN,AE,ZA,,4,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IN,KW,ZA,,2,live,,P,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IN,QA,ZA,,4,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IN,SG,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,JO,CG,,74,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,JO,CZ,,75,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,JO,XX,200,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,JO,ZA,,310,live,,,
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,LB,CD,,500,live,,T,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,LB,XX,400,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,QA,ZA,,30,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,SY,XX,400,,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,ZA,,,200,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IR,KW,CD,,16,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IR,KW,MY,,2,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IR,KW,ZA,,6,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IR,QA,CG,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,BR,IT,,4,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CF,,,1,live,,,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,ZA,,,7,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JE,GB,,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JO,KW,ZA,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JO,LB,CD,,1,live,,P,W
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JO,ZA,,,8820,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,BE,,5,7,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,FR,XX,,1,live,,P,U
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,PH,,391,279,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,SG,,35,41,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,TW,,6,,eggs (live),,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,US,,2,2,live,,T,F
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KE,KW,ZA,,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KE,SE,,1,1,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KE,ZA,,1,,live,,P,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KR,ES,PT,2,2,live,,T,C
2015,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KR,ES,SK,,18,live,,T,F
